Text,Labels
"We enjoyed the location and view from this apartment. The beds were comfortable and we had enough space for the three of us that stayed. However, we did notice the hand soap bottles were half filled with water, as were some cleaning agents (I guess to stretch them). Also, we noticed a few days into our trip that a gas burner had been left on prior to our arrival (we did not use the stove at any time).  Thankfully, we had the windows open the entire week or we could have been seriously injured by the emissions. I did suffer from terrible headaches the first few days. We called the numbers provided after discovering the issue and evacuating the apartment - and were told ""this has never happened before"" but were offered no additional support. We received no follow-up calls or messages of concern. Also, while the instructions do indicate the garage opener is difficult - we had to completely take it apart and put it back together to get it work at all. I am hopeful the owners will invest in a new garage opener.",location
Nice home and perfect get-away,location
"It was really a nice experience living in Jackie's house. The house is cute. It has everything you need! The only imperfection is that there is no heater in the third bedroom, which is a little uncomfortable especially during the cold nights. Overall, we enjoyed a lot. ",location
Jackie could not have been more accomodating. She even had internet installed for us.<br/>Thank you for the use of your beautiful home.<br/>Highly recommended host.,host
Absolutely great place to stay for family. Beautiful beaches and so close to all restaurants within pleasant walking distance. I enjoyed beautiful morning run on Long Beach as well as morning paddling around Naples Island.,location
Jackie's home was beautiful and so honey. It had everything we needed and if we needed anything else she was super fast to respond. We had a wonderful stay! ,clean
Great place. Very modern and well laid out and close to the beach.,location
"The space is exactly as pictured and very comfortable with everything we needed to enjoy evenings at home visiting when we werenât out exploring Venice and beyond. Jim is excellent with communication and a gracious host. The beds are very comfortable, too! Enjoyed our time there very much!",location
"Perfect location, super clean and modern space, and a host that went out of his way to ensure that we had an amazing stay.  Would highly recommend!",clean
"This place is exactly as advertised if not better. Amazing location, wonderful hosts and very spacious bedrooms. Highly recommend!",location
"My son and I were in the LA area to tour colleges.  Jimâs place was the prefect place to stay. Plenty of room for the two of us, with a parking spot included, the beach within walking distance, and good (walkable!) recommendations for coffee and dinners.  The location is close enough to Venice Beach for the lively atmosphere, but far enough away to feel tranquil!",location
